Date,Type,Subgroup,Continued claims
07/06/2019,Continued claims by age,Unknown,104
07/13/2019,Continued claims by age,Unknown,96
07/20/2019,Continued claims by age,Unknown,93
07/27/2019,Continued claims by age,Unknown,100
08/03/2019,Continued claims by age,Unknown,98
08/10/2019,Continued claims by age,Unknown,98
08/17/2019,Continued claims by age,Unknown,95
08/24/2019,Continued claims by age,Unknown,83
08/31/2019,Continued claims by age,Unknown,84
09/07/2019,Continued claims by age,Unknown,78
09/14/2019,Continued claims by age,Unknown,81
09/21/2019,Continued claims by age,Unknown,79
09/28/2019,Continued claims by age,Unknown,71
10/05/2019,Continued claims by age,Unknown,78
10/12/2019,Continued claims by age,Unknown,83
10/19/2019,Continued claims by age,Unknown,81
10/26/2019,Continued claims by age,Unknown,85
11/02/2019,Continued claims by age,Unknown,93
11/09/2019,Continued claims by age,Unknown,96
11/16/2019,Continued claims by age,Unknown,92
11/23/2019,Continued claims by age,Unknown,90
11/30/2019,Continued claims by age,Unknown,93
12/07/2019,Continued claims by age,Unknown,86
12/14/2019,Continued claims by age,Unknown,88
12/21/2019,Continued claims by age,Unknown,93
12/28/2019,Continued claims by age,Unknown,117
01/04/2020,Continued claims by age,Unknown,116
01/11/2020,Continued claims by age,Unknown,107
01/18/2020,Continued claims by age,Unknown,99
01/25/2020,Continued claims by age,Unknown,96
02/01/2020,Continued claims by age,Unknown,89
02/08/2020,Continued claims by age,Unknown,83
02/15/2020,Continued claims by age,Unknown,74
02/22/2020,Continued claims by age,Unknown,69
02/29/2020,Continued claims by age,Unknown,75
03/07/2020,Continued claims by age,Unknown,66
03/14/2020,Continued claims by age,Unknown,70
03/21/2020,Continued claims by age,Unknown,191
03/28/2020,Continued claims by age,Unknown,281
04/04/2020,Continued claims by age,Unknown,378
04/11/2020,Continued claims by age,Unknown,417
04/18/2020,Continued claims by age,Unknown,428
04/25/2020,Continued claims by age,Unknown,434
05/02/2020,Continued claims by age,Unknown,450
05/09/2020,Continued claims by age,Unknown,462
05/16/2020,Continued claims by age,Unknown,468
05/23/2020,Continued claims by age,Unknown,468
05/30/2020,Continued claims by age,Unknown,451
06/06/2020,Continued claims by age,Unknown,437
06/13/2020,Continued claims by age,Unknown,429
06/20/2020,Continued claims by age,Unknown,434
06/27/2020,Continued claims by age,Unknown,447
07/04/2020,Continued claims by age,Unknown,430
07/11/2020,Continued claims by age,Unknown,451
07/18/2020,Continued claims by age,Unknown,438
07/25/2020,Continued claims by age,Unknown,422
08/01/2020,Continued claims by age,Unknown,393
08/08/2020,Continued claims by age,Unknown,369
08/15/2020,Continued claims by age,Unknown,351
08/22/2020,Continued claims by age,Unknown,322
08/29/2020,Continued claims by age,Unknown,311
09/05/2020,Continued claims by age,Unknown,307
09/12/2020,Continued claims by age,Unknown,292
09/19/2020,Continued claims by age,Unknown,266
09/26/2020,Continued claims by age,Unknown,244
10/03/2020,Continued claims by age,Unknown,226
10/10/2020,Continued claims by age,Unknown,220
10/17/2020,Continued claims by age,Unknown,215
10/24/2020,Continued claims by age,Unknown,205
10/31/2020,Continued claims by age,Unknown,209
11/07/2020,Continued claims by age,Unknown,191
11/14/2020,Continued claims by age,Unknown,190
11/21/2020,Continued claims by age,Unknown,179
11/28/2020,Continued claims by age,Unknown,176
12/05/2020,Continued claims by age,Unknown,178
12/12/2020,Continued claims by age,Unknown,185
12/19/2020,Continued claims by age,Unknown,180
12/26/2020,Continued claims by age,Unknown,177
01/02/2021,Continued claims by age,Unknown,188
01/09/2021,Continued claims by age,Unknown,191
01/16/2021,Continued claims by age,Unknown,194
01/23/2021,Continued claims by age,Unknown,191
01/30/2021,Continued claims by age,Unknown,181
02/06/2021,Continued claims by age,Unknown,193
02/13/2021,Continued claims by age,Unknown,183
02/20/2021,Continued claims by age,Unknown,180
02/27/2021,Continued claims by age,Unknown,177
03/06/2021,Continued claims by age,Unknown,173
03/13/2021,Continued claims by age,Unknown,168
03/20/2021,Continued claims by age,Unknown,162
03/27/2021,Continued claims by age,Unknown,154
04/03/2021,Continued claims by age,Unknown,148
04/10/2021,Continued claims by age,Unknown,148
04/17/2021,Continued claims by age,Unknown,149
04/24/2021,Continued claims by age,Unknown,143
05/01/2021,Continued claims by age,Unknown,141
05/08/2021,Continued claims by age,Unknown,135
05/15/2021,Continued claims by age,Unknown,132
05/22/2021,Continued claims by age,Unknown,126
05/29/2021,Continued claims by age,Unknown,123
06/05/2021,Continued claims by age,Unknown,119
06/12/2021,Continued claims by age,Unknown,108
06/19/2021,Continued claims by age,Unknown,102
06/26/2021,Continued claims by age,Unknown,101
07/03/2021,Continued claims by age,Unknown,96
07/10/2021,Continued claims by age,Unknown,86
07/17/2021,Continued claims by age,Unknown,83
07/24/2021,Continued claims by age,Unknown,78
07/31/2021,Continued claims by age,Unknown,77
08/07/2021,Continued claims by age,Unknown,71
08/14/2021,Continued claims by age,Unknown,67
08/21/2021,Continued claims by age,Unknown,64
08/28/2021,Continued claims by age,Unknown,62
09/04/2021,Continued claims by age,Unknown,59
09/11/2021,Continued claims by age,Unknown,51
09/18/2021,Continued claims by age,Unknown,46
09/25/2021,Continued claims by age,Unknown,43
10/02/2021,Continued claims by age,Unknown,39
10/09/2021,Continued claims by age,Unknown,36
10/16/2021,Continued claims by age,Unknown,35
10/23/2021,Continued claims by age,Unknown,31
10/30/2021,Continued claims by age,Unknown,24
11/06/2021,Continued claims by age,Unknown,23
11/13/2021,Continued claims by age,Unknown,25
11/20/2021,Continued claims by age,Unknown,22
11/27/2021,Continued claims by age,Unknown,22
12/04/2021,Continued claims by age,Unknown,23
12/11/2021,Continued claims by age,Unknown,12
12/18/2021,Continued claims by age,Unknown,9
12/25/2021,Continued claims by age,Unknown,12
01/01/2022,Continued claims by age,Unknown,13
01/08/2022,Continued claims by age,Unknown,14
01/15/2022,Continued claims by age,Unknown,12
01/22/2022,Continued claims by age,Unknown,10
01/29/2022,Continued claims by age,Unknown,9
02/05/2022,Continued claims by age,Unknown,8
02/12/2022,Continued claims by age,Unknown,8
02/19/2022,Continued claims by age,Unknown,8
02/26/2022,Continued claims by age,Unknown,9
03/05/2022,Continued claims by age,Unknown,8
03/12/2022,Continued claims by age,Unknown,7
03/19/2022,Continued claims by age,Unknown,7
03/26/2022,Continued claims by age,Unknown,8
04/02/2022,Continued claims by age,Unknown,7
04/09/2022,Continued claims by age,Unknown,2
04/16/2022,Continued claims by age,Unknown,
01/05/2019,Continued claims by age,Total,44984
01/12/2019,Continued claims by age,Total,44045
01/19/2019,Continued claims by age,Total,43889
01/26/2019,Continued claims by age,Total,43996
02/02/2019,Continued claims by age,Total,43811
02/09/2019,Continued claims by age,Total,44041
02/16/2019,Continued claims by age,Total,44623
02/23/2019,Continued claims by age,Total,44575
03/02/2019,Continued claims by age,Total,43209
03/09/2019,Continued claims by age,Total,43326
03/16/2019,Continued claims by age,Total,42724
03/23/2019,Continued claims by age,Total,40853
03/30/2019,Continued claims by age,Total,37824
04/06/2019,Continued claims by age,Total,35318
04/13/2019,Continued claims by age,Total,37527
04/20/2019,Continued claims by age,Total,39971
04/27/2019,Continued claims by age,Total,31922
05/04/2019,Continued claims by age,Total,30563
05/11/2019,Continued claims by age,Total,29876
05/18/2019,Continued claims by age,Total,30247
05/25/2019,Continued claims by age,Total,30513
06/01/2019,Continued claims by age,Total,30190
06/08/2019,Continued claims by age,Total,30178
06/15/2019,Continued claims by age,Total,31537
06/22/2019,Continued claims by age,Total,37111
06/29/2019,Continued claims by age,Total,38242
07/06/2019,Continued claims by age,Total,38707
07/13/2019,Continued claims by age,Total,37514
07/20/2019,Continued claims by age,Total,37028
07/27/2019,Continued claims by age,Total,36930
08/03/2019,Continued claims by age,Total,37349
08/10/2019,Continued claims by age,Total,37779
08/17/2019,Continued claims by age,Total,37798
08/24/2019,Continued claims by age,Total,36707
08/31/2019,Continued claims by age,Total,31953
09/07/2019,Continued claims by age,Total,28211
09/14/2019,Continued claims by age,Total,27730
09/21/2019,Continued claims by age,Total,27253
09/28/2019,Continued claims by age,Total,26730
10/05/2019,Continued claims by age,Total,26561
10/12/2019,Continued claims by age,Total,26927
10/19/2019,Continued claims by age,Total,26795
10/26/2019,Continued claims by age,Total,26885
11/02/2019,Continued claims by age,Total,27612
11/09/2019,Continued claims by age,Total,28215
11/16/2019,Continued claims by age,Total,28968
11/23/2019,Continued claims by age,Total,30080
11/30/2019,Continued claims by age,Total,31945
12/07/2019,Continued claims by age,Total,33156
12/14/2019,Continued claims by age,Total,35169
12/21/2019,Continued claims by age,Total,42259
12/28/2019,Continued claims by age,Total,50410
01/04/2020,Continued claims by age,Total,49078
01/11/2020,Continued claims by age,Total,44089
01/18/2020,Continued claims by age,Total,43936
01/25/2020,Continued claims by age,Total,43674
02/01/2020,Continued claims by age,Total,43201
02/08/2020,Continued claims by age,Total,43458
02/15/2020,Continued claims by age,Total,43977
02/22/2020,Continued claims by age,Total,43683
02/29/2020,Continued claims by age,Total,42510
03/07/2020,Continued claims by age,Total,42251
03/14/2020,Continued claims by age,Total,48667
03/21/2020,Continued claims by age,Total,132805
03/28/2020,Continued claims by age,Total,200120
04/04/2020,Continued claims by age,Total,256489
04/11/2020,Continued claims by age,Total,288424
04/18/2020,Continued claims by age,Total,305994
04/25/2020,Continued claims by age,Total,310976
05/02/2020,Continued claims by age,Total,318908
05/09/2020,Continued claims by age,Total,310018
05/16/2020,Continued claims by age,Total,302035
05/23/2020,Continued claims by age,Total,298414
05/30/2020,Continued claims by age,Total,291699
06/06/2020,Continued claims by age,Total,282042
06/13/2020,Continued claims by age,Total,277458
06/20/2020,Continued claims by age,Total,274286
06/27/2020,Continued claims by age,Total,273720
07/04/2020,Continued claims by age,Total,270046
07/11/2020,Continued claims by age,Total,272625
07/18/2020,Continued claims by age,Total,267263
07/25/2020,Continued claims by age,Total,263669
08/01/2020,Continued claims by age,Total,252044
08/08/2020,Continued claims by age,Total,242283
08/15/2020,Continued claims by age,Total,235064
08/22/2020,Continued claims by age,Total,225330
08/29/2020,Continued claims by age,Total,217806
09/05/2020,Continued claims by age,Total,207960
09/12/2020,Continued claims by age,Total,198821
09/19/2020,Continued claims by age,Total,189073
09/26/2020,Continued claims by age,Total,181213
10/03/2020,Continued claims by age,Total,174128
10/10/2020,Continued claims by age,Total,170245
10/17/2020,Continued claims by age,Total,166359
10/24/2020,Continued claims by age,Total,163089
10/31/2020,Continued claims by age,Total,160040
11/07/2020,Continued claims by age,Total,157425
11/14/2020,Continued claims by age,Total,154620
11/21/2020,Continued claims by age,Total,152302
11/28/2020,Continued claims by age,Total,152360
12/05/2020,Continued claims by age,Total,154949
12/12/2020,Continued claims by age,Total,156764
12/19/2020,Continued claims by age,Total,156570
12/26/2020,Continued claims by age,Total,161033
01/02/2021,Continued claims by age,Total,170307
01/09/2021,Continued claims by age,Total,175195
01/16/2021,Continued claims by age,Total,178344
01/23/2021,Continued claims by age,Total,177818
01/30/2021,Continued claims by age,Total,180296
02/06/2021,Continued claims by age,Total,181109
02/13/2021,Continued claims by age,Total,180615
02/20/2021,Continued claims by age,Total,181223
02/27/2021,Continued claims by age,Total,178943
03/06/2021,Continued claims by age,Total,176935
03/13/2021,Continued claims by age,Total,174584
03/20/2021,Continued claims by age,Total,170691
03/27/2021,Continued claims by age,Total,166046
04/03/2021,Continued claims by age,Total,162659
04/10/2021,Continued claims by age,Total,163065
04/17/2021,Continued claims by age,Total,162234
04/24/2021,Continued claims by age,Total,156453
05/01/2021,Continued claims by age,Total,153529
05/08/2021,Continued claims by age,Total,151122
05/15/2021,Continued claims by age,Total,149652
05/22/2021,Continued claims by age,Total,147911
05/29/2021,Continued claims by age,Total,145168
06/05/2021,Continued claims by age,Total,140509
06/12/2021,Continued claims by age,Total,138647
06/19/2021,Continued claims by age,Total,139252
06/26/2021,Continued claims by age,Total,139721
07/03/2021,Continued claims by age,Total,136410
07/10/2021,Continued claims by age,Total,123602
07/17/2021,Continued claims by age,Total,117653
07/24/2021,Continued claims by age,Total,113627
07/31/2021,Continued claims by age,Total,111405
08/07/2021,Continued claims by age,Total,110051
08/14/2021,Continued claims by age,Total,108463
08/21/2021,Continued claims by age,Total,106329
08/28/2021,Continued claims by age,Total,102383
09/04/2021,Continued claims by age,Total,92651
09/11/2021,Continued claims by age,Total,68157
09/18/2021,Continued claims by age,Total,56377
09/25/2021,Continued claims by age,Total,53634
10/02/2021,Continued claims by age,Total,51078
10/09/2021,Continued claims by age,Total,49642
10/16/2021,Continued claims by age,Total,48199
10/23/2021,Continued claims by age,Total,46612
10/30/2021,Continued claims by age,Total,45827
11/06/2021,Continued claims by age,Total,45428
11/13/2021,Continued claims by age,Total,44718
11/20/2021,Continued claims by age,Total,44516
11/27/2021,Continued claims by age,Total,44700
12/04/2021,Continued claims by age,Total,43970
12/11/2021,Continued claims by age,Total,32712
12/18/2021,Continued claims by age,Total,33702
12/25/2021,Continued claims by age,Total,39876
01/01/2022,Continued claims by age,Total,43582
01/08/2022,Continued claims by age,Total,38793
01/15/2022,Continued claims by age,Total,33382
01/22/2022,Continued claims by age,Total,32963
01/29/2022,Continued claims by age,Total,32340
02/05/2022,Continued claims by age,Total,32338
02/12/2022,Continued claims by age,Total,31561
02/19/2022,Continued claims by age,Total,31733
02/26/2022,Continued claims by age,Total,31551
03/05/2022,Continued claims by age,Total,29553
03/12/2022,Continued claims by age,Total,27885
03/19/2022,Continued claims by age,Total,26104
03/26/2022,Continued claims by age,Total,23823
04/02/2022,Continued claims by age,Total,21968
04/09/2022,Continued claims by age,Total,20489
04/16/2022,Continued claims by age,Total,20896
01/05/2019,Continued claims by education,Less than high school degree,4655
01/12/2019,Continued claims by education,Less than high school degree,4745
01/19/2019,Continued claims by education,Less than high school degree,4862
01/26/2019,Continued claims by education,Less than high school degree,5012
02/02/2019,Continued claims by education,Less than high school degree,5130
02/09/2019,Continued claims by education,Less than high school degree,5181
02/16/2019,Continued claims by education,Less than high school degree,5284
02/23/2019,Continued claims by education,Less than high school degree,5313
03/02/2019,Continued claims by education,Less than high school degree,5230
03/09/2019,Continued claims by education,Less than high school degree,5271
03/16/2019,Continued claims by education,Less than high school degree,5232
03/23/2019,Continued claims by education,Less than high school degree,4887
03/30/2019,Continued claims by education,Less than high school degree,4257
04/06/2019,Continued claims by education,Less than high school degree,3642
04/13/2019,Continued claims by education,Less than high school degree,3675
04/20/2019,Continued claims by education,Less than high school degree,3826
